geneID	TR42	TR43	flower.AVG
novel_gene_1909_5bd9a17a	2.97	4.27	3.41
novel_gene_1911_5bd9a17a	2.7	4.16	2.65
novel_gene_1913_5bd9a17a	1.73	2.86	1.81
novel_gene_1920_5bd9a17a	0.77	0.77	1.62
novel_gene_1922_5bd9a17a	2.64	4.39	3
novel_gene_1925_5bd9a17a	1.64	2.47	2.62
novel_gene_1926_5bd9a17a	0.77	1.31	1.61
novel_gene_1927_5bd9a17a	2.35	3.14	5.23
novel_gene_193_5bd9a17a	3.78	3.17	2.14
novel_gene_1930_5bd9a17a	2.35	3.6	2.27
novel_gene_1932_5bd9a17a	2.04	2.62	1.82
novel_gene_1933_5bd9a17a	1.59	2.79	2.31
novel_gene_1934_5bd9a17a	3.92	3.66	4.44
novel_gene_1936_5bd9a17a	6.26	6.37	6.33
novel_gene_1937_5bd9a17a	4.91	4.64	4.57
novel_gene_1939_5bd9a17a	0.77	1.72	1.9
novel_gene_1942_5bd9a17a	0.77	3.28	2.24
novel_gene_1944_5bd9a17a	1.98	3.9	2.98
novel_gene_1945_5bd9a17a	3.08	2.93	1.06
novel_gene_1954_5bd9a17a	2.25	2.28	4.02
novel_gene_1958_5bd9a17a	3.84	4.11	3.65
novel_gene_1961_5bd9a17a	4.14	0.77	1.65
novel_gene_1962_5bd9a17a	4.24	2.61	3.04
novel_gene_1976_5bd9a17a	3.08	3.01	2.6
novel_gene_1979_5bd9a17a	2.62	4.83	3.28
novel_gene_198_5bd9a17a	3.71	3.61	4.33
novel_gene_1980_5bd9a17a	4.82	5.23	4.89
novel_gene_1984_5bd9a17a	1.99	2.27	2.08
novel_gene_1987_5bd9a17a	0.77	1.91	1.8
novel_gene_199_5bd9a17a	5.48	4.71	4.76
novel_gene_1993_5bd9a17a_novel_gene_1994_5bd9a17a	5.29	5.32	5.09
novel_gene_1995_5bd9a17a	5.09	4.48	4.55
novel_gene_1996_5bd9a17a	0.77	1.86	2.01
novel_gene_2001_5bd9a17a	5.71	5.93	7.04
novel_gene_2004_5bd9a17a	4.12	3.45	3.26
novel_gene_2009_5bd9a17a	2.45	2.65	2.68
novel_gene_201_5bda875f	3.31	3.08	2.77
novel_gene_2010_5bd9a17a	2.03	1.07	1.48
novel_gene_2014_5bd9a17a	6.36	5.48	6.69
novel_gene_2018_5bd9a17a	4.78	5.13	5.12
novel_gene_2020_5bd9a17a	2.04	2.23	1.82
novel_gene_2021_5bd9a17a	2.08	2.22	2.13
novel_gene_2024_5bd9a17a	3.02	3.28	2.26
novel_gene_2026_5bd9a17a	2.4	1.9	2.58
novel_gene_2028_5bd9a17a	3.88	3.91	4.7
novel_gene_2029_5bd9a17a	4.74	5.07	4.39
novel_gene_2030_5bd9a17a	2.02	1.07	1.4
novel_gene_2032_5bd9a17a	5.36	4.85	3.95
novel_gene_2034_5bd9a17a	0.77	3.23	2.29
novel_gene_2039_5bd9a17a	0.77	1.89	1.65
novel_gene_204_5bd9a17a	3.84	3.32	2.36
novel_gene_204_5bda875f	2.64	3.18	2.62
novel_gene_2040_5bd9a17a	1.61	1.37	1.1
novel_gene_2041_5bd9a17a	3.85	3.76	3.28
novel_gene_2043_5bd9a17a	3.86	3.96	3.45
novel_gene_205_5bd9a17a	3.47	3.08	3.01
novel_gene_2052_5bd9a17a	2.99	2.74	1.8
novel_gene_2062_5bd9a17a	0.77	2	1.44
novel_gene_2063_5bd9a17a	0.77	1.33	1.28
novel_gene_2069_5bd9a17a	1.76	2.45	1.93
novel_gene_2071_5bd9a17a	3.01	2.57	3.09
novel_gene_2072_5bd9a17a	0.77	2.31	1.28
novel_gene_2074_5bd9a17a	1.82	2.19	1.27
novel_gene_2076_5bd9a17a	2.05	2.18	1.71
novel_gene_2078_5bd9a17a	4.11	2.98	2.22
novel_gene_2079_5bd9a17a	2.21	2.86	1.64
novel_gene_2081_5bd9a17a	4.81	5.59	2.52
novel_gene_2082_5bd9a17a	3.06	2.84	2.4
novel_gene_2084_5bd9a17a	2.92	2.75	1.76
novel_gene_2086_5bd9a17a	0.77	1.58	1.88
novel_gene_2089_5bd9a17a	2.72	2.11	1.28
novel_gene_2090_5bd9a17a	2.83	2.27	1.72
novel_gene_2095_5bd9a17a	0.77	3.13	2.24
novel_gene_2101_5bd9a17a	4.9	3.28	4.03
novel_gene_2102_5bd9a17a	0.77	1.91	1.45
novel_gene_2103_5bd9a17a	0.77	2.4	1.91
novel_gene_2104_5bd9a17a	1.54	1.33	2.19
novel_gene_2107_5bd9a17a	1.52	2.29	2.58
novel_gene_211_5bd9a17a	1.49	1.49	0.87
novel_gene_2111_5bd9a17a	1.87	1.51	1.33
novel_gene_2113_5bd9a17a	3.77	4.25	4.6
novel_gene_2114_5bd9a17a	2.39	2.4	2.5
novel_gene_2117_5bd9a17a	4	3.56	3.79
novel_gene_2118_5bd9a17a	3.75	2.84	2.49
novel_gene_2119_5bd9a17a	2.67	1.85	1.81
novel_gene_2120_5bd9a17a	0.77	1.53	2.4
novel_gene_2123_5bd9a17a	1.55	2.43	1.76
novel_gene_2124_5bd9a17a	2.91	1.61	3.44
novel_gene_2125_5bd9a17a	3.4	3.71	2.68
novel_gene_2127_5bd9a17a	5.3	2.66	3.91
novel_gene_2128_5bd9a17a	4.73	2.65	4.03
novel_gene_2129_5bd9a17a	2.65	1.87	1.47
novel_gene_2130_5bd9a17a	1.51	3.05	2.09
novel_gene_2133_5bd9a17a	6.44	6.08	4.12
novel_gene_2134_5bd9a17a	4.42	4.02	4.22
novel_gene_2135_5bd9a17a	2.65	2.01	1.19
novel_gene_2146_5bd9a17a	0.77	3.94	1.83
novel_gene_2147_5bd9a17a	5.64	5.12	4.63
novel_gene_2148_5bd9a17a	2.45	1.76	1.71
novel_gene_2151_5bd9a17a	0.77	2.12	1.29
novel_gene_2152_5bd9a17a	4.78	4.91	4.14
novel_gene_2153_5bd9a17a	0.77	2.64	2.61
novel_gene_2154_5bd9a17a	2.68	2.5	1.93
novel_gene_2157_5bd9a17a	1.52	2.31	2.37
novel_gene_2158_5bd9a17a	2.91	3.24	2.93
novel_gene_2159_5bd9a17a	3.46	3.38	2.05
novel_gene_217_5bd9a17a	2.93	2.1	2.21
novel_gene_2171_5bd9a17a	4.22	2.63	2.3
novel_gene_2177_5bd9a17a	2.66	1.82	1.57
novel_gene_2178_5bd9a17a	3.67	3.72	1.21
novel_gene_218_5bd9a17a	2.36	3.79	3.24
novel_gene_2181_5bd9a17a	2.36	2.02	1.73
novel_gene_2183_5bd9a17a	4.11	4.83	3.31
novel_gene_2184_5bd9a17a	2.88	3.25	2.57
novel_gene_2185_5bd9a17a	5.1	3.76	2.88
novel_gene_2186_5bd9a17a	4.69	4.51	4.46
novel_gene_2188_5bd9a17a	3.44	2.4	2.03
novel_gene_2189_5bd9a17a	2.67	2.02	1.37
novel_gene_219_5bd9a17a	0.77	1.42	2.4
novel_gene_2193_5bd9a17a	4.48	2.38	2.96
novel_gene_2194_5bd9a17a	4.89	5.55	5.15
novel_gene_2195_5bd9a17a	2.02	2.94	2.85
novel_gene_2199_5bd9a17a	2.7	3.71	3.56
novel_gene_22_5bd9a17a	2.06	1.09	1.92
novel_gene_2200_5bd9a17a	2.55	2.11	2.32
novel_gene_2202_5bd9a17a	3.76	2.7	2.38
novel_gene_2203_5bd9a17a	4.53	5.17	5.5
novel_gene_221_5bd9a17a	3.36	3.43	4.6
novel_gene_2217_5bd9a17a	0.77	3.95	2.19
novel_gene_222_5bd9a17a	7.38	7.56	5.33
novel_gene_2225_5bd9a17a	0.77	3.9	1.86
novel_gene_2228_5bd9a17a	3.29	2.39	2.57
novel_gene_2229_5bd9a17a	3.69	4.93	2.33
novel_gene_223_5bd9a17a	2.75	3.08	2.47
novel_gene_2230_5bd9a17a	3.93	4.19	3.69
novel_gene_2231_5bd9a17a	1.71	2.38	1.77
novel_gene_2235_5bd9a17a	5.79	5.95	5.41
novel_gene_2241_5bd9a17a	0.77	1.27	1.05
novel_gene_2242_5bd9a17a	2.94	2.96	2.55
novel_gene_2243_5bd9a17a	4.49	4.46	5.05
novel_gene_2245_5bd9a17a	5.4	5.13	6.12
novel_gene_2246_5bd9a17a	1.51	3.07	3.21
novel_gene_2247_5bd9a17a	3.21	2.22	1.97
novel_gene_2249_5bd9a17a	4.8	5.76	3.86
novel_gene_225_5bd9a17a	3.87	2.89	3.22
novel_gene_2250_5bd9a17a	4.25	2.89	3.84
novel_gene_2251_5bd9a17a	3.13	3.85	3.76
novel_gene_2252_5bd9a17a	0.77	2.15	1.72
novel_gene_2254_5bd9a17a	9.97	9.76	9.22
novel_gene_2256_5bd9a17a	0.77	1.79	1.38
novel_gene_2258_5bd9a17a	2.04	3.64	2.66
novel_gene_2259_5bd9a17a	0.77	3.67	3.16
novel_gene_2262_5bd9a17a	2.67	3.07	2.86
novel_gene_2264_5bd9a17a	1.53	2.6	2.49
novel_gene_2265_5bd9a17a	5.34	6.38	4.19
novel_gene_2266_5bd9a17a	1.51	2.4	2.78
novel_gene_2267_5bd9a17a	3.29	3.25	3.19
novel_gene_2269_5bd9a17a	1.51	1.7	1.15
novel_gene_227_5bd9a17a	0.77	1.31	1.12
novel_gene_2271_5bd9a17a	1.54	1.33	1.28
novel_gene_2272_5bd9a17a	2.42	1.74	2.54
novel_gene_2274_5bd9a17a	3.74	3.96	3.24
novel_gene_228_5bd9a17a	2.65	3.82	3.95
novel_gene_2280_5bd9a17a	1.53	2.29	1.93
novel_gene_2282_5bd9a17a	4.84	3.96	3.49
novel_gene_2284_5bd9a17a	3.46	1.07	2.45
novel_gene_2285_5bd9a17a	2.02	1.32	1.84
novel_gene_2288_5bd9a17a	2.25	2.85	1.17
novel_gene_229_5bd9a17a	2.83	2.41	1.81
novel_gene_2295_5bd9a17a	3.21	3.32	3.3
novel_gene_2299_5bd9a17a	0.77	1.46	1.62
novel_gene_2301_5bd9a17a	6.63	6.38	5.56
novel_gene_2302_5bd9a17a	2.02	1.72	1.44
novel_gene_2303_5bd9a17a	1.98	1.8	2.43
novel_gene_2304_5bd9a17a	1.61	3.8	1.54
novel_gene_2306_5bd9a17a	2.4	3.78	2.8
novel_gene_2309_5bd9a17a	3.13	2.68	4.36
novel_gene_2316_5bd9a17a	0.77	3.11	2.09
novel_gene_2317_5bd9a17a	4.01	0.77	2.39
novel_gene_2320_5bd9a17a	3.72	3.84	2.93
novel_gene_2321_5bd9a17a	1.63	0.77	2.14
novel_gene_2322_5bd9a17a	3.76	3.9	4.09
novel_gene_2324_5bd9a17a	2.06	3.68	3.48
novel_gene_2325_5bd9a17a	3.01	2.77	1.38
novel_gene_2327_5bd9a17a	1.56	2.2	2.44
novel_gene_2328_5bd9a17a	1.52	1.32	1.76
novel_gene_2337_5bd9a17a	3.29	3.59	2.68
novel_gene_2339_5bd9a17a	5.9	6.28	6.34
novel_gene_2341_5bd9a17a	2.68	2.51	2.33
novel_gene_2344_5bd9a17a	2.02	3.54	3.22
novel_gene_2345_5bd9a17a	1.52	1.07	1.39
novel_gene_2346_5bd9a17a	2.6	3.25	3.76
novel_gene_235_5bd9a17a	0.77	0.77	2.08
novel_gene_2351_5bd9a17a	0.77	1.78	1.22
novel_gene_2356_5bd9a17a	1.6	1.96	1.22
novel_gene_2359_5bd9a17a	3.73	3.68	2.37
novel_gene_2361_5bd9a17a	1.71	0.99	1.44
novel_gene_2362_5bd9a17a	0.77	1.27	1.62
novel_gene_2363_5bd9a17a	5.52	6	5.39
novel_gene_2366_5bd9a17a	4.26	2.54	2.89
novel_gene_2367_5bd9a17a	3.29	3.07	3.22
novel_gene_2368_5bd9a17a	6.15	6.45	5.97
novel_gene_237_5bda875f	1.52	2.39	2.68
novel_gene_2371_5bd9a17a	1.66	1.18	2.41
novel_gene_2373_5bd9a17a	3.8	5.09	3.99
novel_gene_2374_5bd9a17a	2.42	3.04	2.96
novel_gene_2380_5bd9a17a	3.18	3.38	1.82
novel_gene_2383_5bd9a17a	0.77	3.08	2.55
novel_gene_2387_5bd9a17a	6.78	7.46	5.84
novel_gene_2388_5bd9a17a	0.77	1.51	1.45
novel_gene_239_5bd9a17a	1.51	1.99	1.33
novel_gene_2390_5bd9a17a	1.72	1.67	1.22
novel_gene_2391_5bd9a17a	2.24	1.91	1.88
novel_gene_2394_5bd9a17a	3.55	3.84	4.21
novel_gene_2396_5bd9a17a	3.64	3.43	3.86
novel_gene_2398_5bd9a17a	0.77	1.33	2.26
novel_gene_24_5bda875f	3.52	3.5	1.89
novel_gene_2400_5bd9a17a	4.19	4.46	3.92
novel_gene_2403_5bd9a17a	1.99	2.44	2.28
novel_gene_2404_5bd9a17a	2.37	3.2	1.72
novel_gene_2405_5bd9a17a	2.73	1.56	1.88
novel_gene_2406_5bd9a17a	2.41	2.87	2.41
novel_gene_241_5bd9a17a	1.53	2.7	2.44
novel_gene_2412_5bd9a17a	6.11	6.31	5.85
novel_gene_2413_5bd9a17a	5.33	3.03	3.42
novel_gene_2414_5bd9a17a	7.6	5.74	5.99
novel_gene_2416_5bd9a17a	2.09	2.61	2.54
novel_gene_2417_5bd9a17a	3.18	4.22	6.02
novel_gene_2419_5bd9a17a	3.48	3.34	1.77
novel_gene_2422_5bd9a17a	2.93	2.51	3.28
novel_gene_2424_5bd9a17a	6.79	6.86	6.57
novel_gene_2429_5bd9a17a	0.77	1.65	1.34
novel_gene_2432_5bd9a17a	5.39	5.13	4.4
novel_gene_2436_5bd9a17a	1.63	1.36	2.06
novel_gene_2437_5bd9a17a	2.64	2.83	2.16
novel_gene_244_5bd9a17a	6.61	6.54	6.15
novel_gene_2440_5bd9a17a	2.08	1.57	1.64
novel_gene_2443_5bd9a17a	1.55	1.28	3.39
novel_gene_2446_5bd9a17a	2.37	2.22	2.49
novel_gene_2447_5bd9a17a	3.68	4.36	3.86
novel_gene_2450_5bd9a17a	2.65	2.58	2.21
novel_gene_2453_5bd9a17a	1.53	1.82	2.38
novel_gene_2455_5bd9a17a	4.02	4.49	2.33
novel_gene_2457_5bd9a17a	1.03	2.05	1.77
novel_gene_2459_5bd9a17a	0.77	2.21	1.2
novel_gene_246_5bd9a17a	2.32	2.55	2.56
novel_gene_2462_5bd9a17a	0.77	1.86	1.73
novel_gene_2464_5bd9a17a	2.35	2.26	1.46
novel_gene_2465_5bd9a17a	3.43	3.34	2.54
novel_gene_2466_5bd9a17a	3.57	3.96	3.66
novel_gene_2468_5bd9a17a	0.77	2.04	2.76
novel_gene_247_5bd9a17a	1.52	1.71	1.38
novel_gene_2470_5bd9a17a	0.77	1.37	1.92
novel_gene_2471_5bd9a17a	1.68	1.87	1.83
novel_gene_2472_5bd9a17a	5.41	4.95	4.65
novel_gene_2473_5bd9a17a	4.71	4.55	3.77
novel_gene_2478_5bd9a17a	2.37	3.13	2.38
novel_gene_2479_5bd9a17a	0.77	2.4	2.82
novel_gene_2480_5bd9a17a	3.16	2.89	2.77
novel_gene_2483_5bd9a17a	4.57	5.95	5.21
novel_gene_2485_5bd9a17a	2.39	4.54	3.83
novel_gene_2486_5bd9a17a	0.77	1.34	1.42
novel_gene_2487_5bd9a17a	2.03	1.89	3.04
novel_gene_249_5bd9a17a	3.33	3.09	2.21
novel_gene_2491_5bd9a17a	2.43	2.6	2.15
novel_gene_2494_5bd9a17a	1.54	3.17	1.59
novel_gene_2498_5bd9a17a	0.77	2.52	1.61
novel_gene_2502_5bd9a17a	0.77	2.33	1.71
novel_gene_2504_5bd9a17a	2.97	3.15	1.85
novel_gene_2508_5bd9a17a	0.77	2.42	1.87
novel_gene_2509_5bd9a17a	1.62	1.17	0.85
novel_gene_2510_5bd9a17a	2.44	2.84	1.29
novel_gene_2513_5bd9a17a	1.62	1.53	1.76
novel_gene_2515_5bd9a17a	2.04	2.89	2.47
novel_gene_2516_5bd9a17a	2.04	2.05	2.11
novel_gene_2517_5bd9a17a	2.82	3.96	3.61
novel_gene_2519_5bd9a17a	3.09	3.7	2.88
novel_gene_2520_5bd9a17a	2.05	0.77	1.52
novel_gene_2521_5bd9a17a	4.92	4.13	4.3
novel_gene_2522_5bd9a17a	2	3.52	2.58
novel_gene_2523_5bd9a17a	0.77	1.32	1.39
novel_gene_2524_5bd9a17a	2.16	2.1	1.93
novel_gene_2527_5bd9a17a	3.37	3.59	3.62
novel_gene_2528_5bd9a17a	2.37	2.27	1.39
novel_gene_2536_5bd9a17a	1.97	1.84	1.11
novel_gene_2537_5bd9a17a	3.51	3.18	2.54
novel_gene_2541_5bd9a17a	2.48	3.25	1.76
novel_gene_2542_5bd9a17a	3.27	3.71	3.28
novel_gene_2544_5bd9a17a	3.23	3.51	2.85
novel_gene_2546_5bd9a17a	4.82	5.67	5
novel_gene_2548_5bd9a17a	2.41	2.38	1.9
novel_gene_255_5bd9a17a	1.57	1.35	1.76
novel_gene_2550_5bd9a17a	1.59	1.77	1.54
novel_gene_2552_5bd9a17a	3.63	4.39	3.87
novel_gene_2555_5bd9a17a	3.11	3.42	2.96
novel_gene_2557_5bd9a17a	0.77	0.99	1.66
novel_gene_2559_5bd9a17a	2.64	4.52	4.31
novel_gene_2560_5bd9a17a	4.7	5.32	4.54
novel_gene_2561_5bd9a17a	3.12	3.26	3.33
novel_gene_2565_5bd9a17a	0.77	1.32	2.03
novel_gene_2566_5bd9a17a	2.39	1.88	1.06
novel_gene_2568_5bd9a17a	4.3	5.16	2.83
novel_gene_2571_5bd9a17a	2.89	2.98	2.37
novel_gene_2572_5bd9a17a	3.21	4.6	3.75
novel_gene_2574_5bd9a17a	2.9	2.97	3.35
novel_gene_2576_5bd9a17a	0.77	2.9	1.59
novel_gene_2580_5bd9a17a	2.92	3.22	2.9
novel_gene_2581_5bd9a17a	4.45	4.21	4.04
novel_gene_2582_5bd9a17a	3.26	3.28	2.26
novel_gene_2583_5bd9a17a	4.34	4.66	4.05
novel_gene_2588_5bd9a17a	0.77	3.04	3.18
novel_gene_259_5bd9a17a	2.65	2.91	1.77
novel_gene_2592_5bd9a17a	2.8	2.31	2.56
novel_gene_2597_5bd9a17a	2.72	3.42	1.8
novel_gene_2598_5bd9a17a	3.93	4.23	2.67
novel_gene_2599_5bd9a17a	5.25	4.76	4.32
novel_gene_26_5bd9a17a	0.77	3.26	1.52
novel_gene_260_5bd9a17a	1.53	2.29	1.85
novel_gene_2600_5bd9a17a	2.03	2.86	2.28
novel_gene_2603_5bd9a17a	0.77	3.85	2.79
novel_gene_2604_5bd9a17a	0.77	2.59	3.58
novel_gene_2605_5bd9a17a	1.57	1.93	2.25
novel_gene_2606_5bd9a17a	2.45	3	2.99
novel_gene_2608_5bd9a17a	1.54	2.42	2.29
novel_gene_2609_5bd9a17a	1.64	1.49	1.51
novel_gene_261_5bd9a17a	3.44	4.01	2.98
novel_gene_2611_5bd9a17a	0.77	2.04	2
novel_gene_2612_5bd9a17a	5.32	6.55	6.12
novel_gene_2614_5bd9a17a	4.5	4.71	4.47
novel_gene_2615_5bd9a17a	4.25	2.59	5.1
novel_gene_2617_5bd9a17a	2.01	3.43	2.94
novel_gene_262_5bd9a17a	2.65	3.52	3.11
novel_gene_2620_5bd9a17a	1.55	1.54	1.75
novel_gene_2625_5bd9a17a	3.7	3.68	2.87
novel_gene_2626_5bd9a17a	1.51	2.01	1.54
novel_gene_2627_5bd9a17a	2.44	3.78	2.93
novel_gene_2628_5bd9a17a	3.95	5.03	4.71
novel_gene_2629_5bd9a17a	1.02	0.77	2.67
novel_gene_263_5bd9a17a	1.55	2.19	1.73
novel_gene_263_5bda875f	2.67	2.93	2.88
novel_gene_2630_5bd9a17a	2.71	3.18	2.3
novel_gene_2631_5bd9a17a	3.39	3.64	3.22
novel_gene_2632_5bd9a17a	2.05	2.78	2.87
novel_gene_2633_5bd9a17a	2	2.38	2.09
novel_gene_2635_5bd9a17a	0.77	2.66	1.99
novel_gene_2636_5bd9a17a	0.77	2.51	2.55
novel_gene_264_5bd9a17a	5.53	5.46	5.04
novel_gene_2643_5bd9a17a	1.51	1.52	1.4
novel_gene_2644_5bd9a17a	0.77	0.77	2.83
novel_gene_2646_5bd9a17a	1.54	2.04	1.23
novel_gene_2648_5bd9a17a	2.9	3.07	3.07
novel_gene_2649_5bd9a17a	1.6	2.21	2.04
novel_gene_2654_5bd9a17a	4.26	4.11	3.15
novel_gene_2655_5bd9a17a	2.01	3.44	2.19
novel_gene_2658_5bd9a17a	3.55	4.35	2.89
novel_gene_2659_5bd9a17a	1.54	2.53	1.84
novel_gene_266_5bda875f	3.19	1.75	2.13
novel_gene_2660_5bd9a17a	2.4	2.52	3.39
novel_gene_2662_5bd9a17a	2.02	1.72	1.63
novel_gene_2663_5bd9a17a	0.77	1.53	1.4
novel_gene_2664_5bd9a17a	2.37	2.85	2.49
novel_gene_2665_5bd9a17a	3.45	3.07	2.46
novel_gene_2666_5bd9a17a	4.23	4.23	5.03
novel_gene_2667_5bd9a17a	3.08	1.43	1.36
novel_gene_2670_5bd9a17a	3.28	3.57	2.79
novel_gene_2671_5bd9a17a	4.03	3.73	2.4
novel_gene_2676_5bd9a17a	5.93	6.08	5.48
novel_gene_2678_5bd9a17a	3.3	2.85	2.06
novel_gene_2679_5bd9a17a	2.39	3.49	3.5
novel_gene_2680_5bd9a17a	4.88	5.01	3.84
novel_gene_2681_5bd9a17a	4.24	4.65	4.52
novel_gene_2684_5bd9a17a	1.51	1.7	1.38
novel_gene_2686_5bd9a17a	2.65	2.48	2.56
novel_gene_2687_5bd9a17a	4.23	3.89	3.15
novel_gene_2691_5bd9a17a	1.84	1.61	2.07
novel_gene_2693_5bd9a17a	0.77	1.71	1.54
novel_gene_2695_5bd9a17a	4.54	4.76	5.36
novel_gene_2697_5bd9a17a	1.58	1.94	1.93
novel_gene_2698_5bd9a17a	1.59	2.27	1.83
novel_gene_2699_5bd9a17a	0.77	1.75	1.53
novel_gene_270_5bd9a17a	2.98	3.42	3.44
novel_gene_2701_5bd9a17a	3.83	4.08	3.37
novel_gene_2702_5bd9a17a	3.53	3.89	3.24
novel_gene_2706_5bd9a17a	5.29	5.21	5.16
novel_gene_2707_5bd9a17a	0.77	1.57	2.25
novel_gene_2711_5bd9a17a	2.65	3.36	2.71
novel_gene_2713_5bd9a17a	2.21	3.18	2.88
novel_gene_2715_5bd9a17a	0.77	2.3	1.94
novel_gene_2716_5bd9a17a	3.18	3.56	2.55
novel_gene_2717_5bd9a17a	2.96	3.12	2.93
novel_gene_2723_5bd9a17a	0.77	2.17	1.93
novel_gene_2724_5bd9a17a	2.88	2.62	2.24
novel_gene_2725_5bd9a17a	2.83	2.99	3.26
novel_gene_2727_5bd9a17a	3.08	3.02	2.26
novel_gene_2732_5bd9a17a	7.65	7.58	7.44
novel_gene_2734_5bd9a17a	3.3	3.07	2.51
novel_gene_2736_5bd9a17a	0.77	4.24	3.4
novel_gene_2737_5bd9a17a	5.87	5.09	2.42
novel_gene_2744_5bd9a17a	1.53	2.4	2.23
novel_gene_2745_5bd9a17a	0.77	4.08	2.15
novel_gene_2748_5bd9a17a	4.42	3.3	3.24
novel_gene_2749_5bd9a17a	0.77	3.2	2.72
novel_gene_275_5bd9a17a	2.4	2.79	1.82
novel_gene_2752_5bd9a17a	4.32	4.74	4.3
novel_gene_2753_5bd9a17a	3.32	2.87	3.36
novel_gene_2754_5bd9a17a	0.77	2.4	1.92
novel_gene_2755_5bd9a17a	2.14	2.13	2.76
novel_gene_2757_5bd9a17a	3.35	3.66	3.35
novel_gene_2758_5bd9a17a	2.4	2.89	2.07
novel_gene_2759_5bd9a17a	3.75	4.84	4.2
novel_gene_276_5bd9a17a	6.1	5.54	5.64
novel_gene_276_5bda875f	7.41	7.86	6.38
novel_gene_2761_5bd9a17a	2.81	1.73	1.19
novel_gene_2762_5bd9a17a	3.87	4.77	4.1
novel_gene_2763_5bd9a17a	2.69	1.54	2.21
novel_gene_2765_5bd9a17a	1.99	2.89	1.05
novel_gene_2767_5bd9a17a	4.91	6.33	4.96
novel_gene_2768_5bd9a17a	0.77	1.49	1.48
novel_gene_277_5bd9a17a	2.41	2.18	2.46
novel_gene_2771_5bd9a17a	2.41	1.9	2.29
novel_gene_2773_5bd9a17a	2.93	2.87	2.97
novel_gene_2774_5bd9a17a	1.97	2.3	1.55
novel_gene_2775_5bd9a17a	4.36	4.53	3.24
novel_gene_2779_5bd9a17a	0.77	3.78	2.36
novel_gene_2780_5bd9a17a	2.08	1.23	1.2
novel_gene_2781_5bd9a17a	1.66	2.38	2.28
novel_gene_2783_5bd9a17a	0.77	0.77	1.8
novel_gene_2784_5bd9a17a	4.05	3.94	2.87
novel_gene_2785_5bd9a17a	3.11	2.99	2.95
novel_gene_2787_5bd9a17a	3.15	2.54	2.05
novel_gene_2788_5bd9a17a	2.65	2.49	1.44
novel_gene_2790_5bd9a17a	2	1.77	1.98
novel_gene_2793_5bd9a17a	4.58	4.84	4.56
novel_gene_2794_5bd9a17a	1.52	1.71	1.6
novel_gene_2795_5bd9a17a	3.29	3.87	3.3
novel_gene_2797_5bd9a17a	5.42	5.71	4.31
novel_gene_2798_5bd9a17a	7.04	6.78	5.45
novel_gene_2799_5bd9a17a	4.24	4.15	2.58
novel_gene_28_5bd9a17a	4.57	4.82	5.64
novel_gene_280_5bda875f	4.31	3.24	3.4
novel_gene_2800_5bd9a17a	2.4	2.52	2.56
novel_gene_2801_5bd9a17a	0.77	1.62	1.74
novel_gene_2803_5bd9a17a	4.06	3.89	3.96
novel_gene_2804_5bd9a17a	4.5	3.2	2.88
novel_gene_2805_5bd9a17a	4.76	4.22	4.47
novel_gene_2806_5bd9a17a	2.66	3.53	2.35
novel_gene_2808_5bd9a17a	0.77	2.1	2.46
novel_gene_281_5bd9a17a	3.66	2.48	2.5
novel_gene_2812_5bd9a17a	3.27	3.81	4.08
novel_gene_2816_5bd9a17a	0.77	1.88	1.33
novel_gene_2819_5bd9a17a	5.8	4.98	5.2
novel_gene_2820_5bd9a17a	4.55	5.13	3.76
novel_gene_2821_5bd9a17a	3.95	3.61	2.44
novel_gene_2822_5bd9a17a	2	2.38	1.83
novel_gene_2823_5bd9a17a	1.52	2.27	2.25
novel_gene_2825_5bd9a17a	3.44	1.94	2.02
novel_gene_2826_5bd9a17a	3.1	3.61	2.77
novel_gene_2827_5bd9a17a	1.52	2.27	1.98
novel_gene_2829_5bd9a17a	0.77	3.74	2.41
novel_gene_283_5bd9a17a	1.51	3.06	2.04
novel_gene_2833_5bd9a17a	4.63	4.24	4.18
novel_gene_2836_5bd9a17a	0.77	2.44	1.52
novel_gene_2838_5bd9a17a	2.98	3.08	2.13
novel_gene_284_5bd9a17a	5.84	5.36	5.53
novel_gene_2840_5bd9a17a	3.91	1.87	2.52
novel_gene_2842_5bd9a17a	2.45	2.66	4.08
novel_gene_2843_5bd9a17a	2.39	1.72	1.85
novel_gene_2845_5bd9a17a	0.77	1.58	1.69
novel_gene_2847_5bd9a17a	1.53	0.77	1.69
novel_gene_285_5bd9a17a	1.55	1.08	1.69
novel_gene_2851_5bd9a17a	2.37	2.38	2.23
novel_gene_2852_5bd9a17a	0.77	3	2.98
novel_gene_2855_5bd9a17a	1.99	1.31	1.19
novel_gene_2857_5bd9a17a	5.59	7.18	5.44
novel_gene_2858_5bd9a17a	5.19	5.2	2.59
novel_gene_2860_5bd9a17a	3.1	2.84	3.48
novel_gene_2861_5bd9a17a	3.29	2.04	1.99
novel_gene_2862_5bd9a17a	2.18	2.75	2.33
novel_gene_2866_5bd9a17a	2.08	0.77	1.44
novel_gene_2867_5bd9a17a	3.01	2.83	3.2
novel_gene_2869_5bd9a17a	2.34	2.36	2.26
novel_gene_287_5bd9a17a	4.12	4.05	2.4
novel_gene_2870_5bd9a17a	2.41	1.08	1.63
novel_gene_2871_5bd9a17a	5.27	5.34	5.12
